active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,Z 5600,Transilien Narrow DC,"The Z 5600 is a commuter rail double-decker EMU built by CIMT, TCF, and TCO that operates on Transilien's C and V lines. It entered service in 1982, and was renevated from 2009-2017. Acceleration is a guesstimate.",38.9,1.00,0.85,273,24.55,4,8,2,2.85,230,2500000,600,60,#F3A4BA,1092,2184,FR,PAR,"CIMT,TCO,TCF",Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The Z 5600 is a commuter rail double-decker EMU built by CIMT, TCF, and TCO that operates on Transilien's C and V lines. It entered service in 1982, and was renevated from 2009-2017. Acceleration is a guesstimate.",198.9266667
TRUE,Z 8800,"Transilien Narrow DC, Transilien Narrow AC","The Z 8800 is a commuter rail double-decker EMU built by CIMT, ANF, and TCO that operates on Transilien's C, U, and V lines. It entered service in 1985, and was renevated from 2010-2017. Acceleration is a guesstimate.",38.9,1.00,0.85,227,24.69,4,8,4,2.85,230,2500000,600,60,#B90845,908,1816,FR,PAR,"CIMT,TCO,ANF",Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The Z 8800 is a commuter rail double-decker EMU built by CIMT, ANF, and TCO that operates on Transilien's C, U, and V lines. It entered service in 1985, and was renevated from 2010-2017. Acceleration is a guesstimate.",200.02
TRUE,Z 20500,"Transilien Narrow DC, Transilien Narrow AC","The Z 20500 is a commuter rail double-decker EMU built by CIMT, ANF, and Alstom that operates on Transilien's C, P, and V lines. It entered service in 1988, and has been refurbrished at various points since 2007. Capacity is an estimate.",38.9,1.00,0.85,260,24.69,4,8,4,2.85,230,2500000,600,60,#C49D00,1040,2080,FR,PAR,"CIMT,ANF,Alstom",Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The Z 20500 is a commuter rail double-decker EMU built by CIMT, ANF, and Alstom that operates on Transilien's C, P, and V lines. It entered service in 1988, and has been refurbrished at various points since 2007. Capacity is an estimate.",200.02
TRUE,Z 20900,"Transilien Narrow DC, Transilien Narrow AC","The Z 20900 is a commuter rail double-decker EMU built by Alstom/Bombardier that operates on Transilien's C and V lines. It entered service in 2001, and was renovated from 2019-2023. Capacity is an estimate.",38.9,1.00,0.95,270,25.88,4,8,4,2.82,230,2500000,600,60,#9F9825,1080,2160,FR,PAR,Bombardier,Standard Commuter,Commuter,Western Europe,fr-4a,Standard Commuter,Transilien Narrow DC,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,RER Narrow,600,60,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version.",standard-commuter-catenary,"Transilien is the commuter rail network that serves Paris, and also includes the Réseau Express Régional which is a hybrid between commuter and rapid. It has four standards, this is the narrow, 1500V DC version. The Z 20900 is a commuter rail double-decker EMU built by Alstom/Bombardier that operates on Transilien's C and V lines. It entered service in 2001, and was renovated from 2019-2023. Capacity is an estimate.",209.516
TRUE,Regio 2N Paris,"Metra/SSL, NEC 25-60","The Regio 2N is a family of double-decker EMUs built by Alstom/Bombardier that have been in service since 2013. This variant is the Transilien's Z 57000, which serves lines D, N, and R.",44.4,0.78,1.00,231,28.13,4,8,4,2.99,230,2500000,600,60,#00A88F,924,1848,FR,PAR,Bombardier ,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,"Metra is a commuter rail network found in the Chicago Metropolitan Area. The Regio 2N is a family of double-decker EMUs built by Alstom/Bombardier that have been in service since 2013. This variant is the Transilien's Z 57000, which serves lines D, N, and R.",227.5
TRUE,Z 58000,"Metra/SSL, NEC 25-60",The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 6-car variant used on line E.,38.9,1.18,1.15,260,18.67,6,12,6,3.00,230,2500000,600,60,#C04191,1560,3120,FR,PAR,Alstom,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,Metra is a commuter rail network found in the Chicago Metropolitan Area. The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 6-car variant used on line E.,226.5
TRUE,Z 58500,"Metra/SSL, NEC 25-60",The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 7-car variant used on line D.,38.9,1.04,1.15,266,18.57,7,7,7,3.00,230,2500000,600,60,#00814F,1862,1862,FR,PAR,Bombardier ,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,Metra is a commuter rail network found in the Chicago Metropolitan Area. The RER Next Generation is a commuter rail double-decker EMU built by Alstom based off their Adessia Max family that entered service in 2023. This is the 7-car variant used on line D.,132.5
TRUE,Éole (PAR),"Metra/SSL, NEC 25-60",The Z 22500 Éole is a commuter rail double-decker EMU built by ANF and Alstom that operates on the RER E Line. It entered service in 1996.,38.9,1.00,1.15,267,22.40,5,10,5,2.90,230,2500000,600,60,#8E306C,1335,2670,FR,PAR,"ANF,Alstom",Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,Metra is a commuter rail network found in the Chicago Metropolitan Area. The Z 22500 Éole is a commuter rail double-decker EMU built by ANF and Alstom that operates on the RER E Line. It entered service in 1996.,226.5
TRUE,Francilien-7 (PAR),"Metra/SSL, NEC 25-60",The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 7 car variant seen on Transilien's J and L lines.,38.9,1.00,1.05,109,13.47,7,14,7,3.06,230,2500000,600,60,#CEADD2,763,1526,FR,PAR,Bombardier ,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,Metra is a commuter rail network found in the Chicago Metropolitan Area. The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 7 car variant seen on Transilien's J and L lines.,191.12
TRUE,Francilien-8 (PAR),"Metra/SSL, NEC 25-60","The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 8 car variant seen on Transilien's E, H, K, and P lines.",38.9,1.00,1.05,115,14.06,8,16,8,3.06,230,2500000,600,60,#8D5E2A,920,1840,FR,PAR,Bombardier ,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,"Metra is a commuter rail network found in the Chicago Metropolitan Area. The Z 22500 Francilien is a commuter rail double-decker EMU built by Bombardier that entered service in 2009. This is the 8 car variant seen on Transilien's E, H, K, and P lines.",227.5
TRUE,Prima-VB2N,"Metra/SSL, NEC 25-60",The BB 27300 is an electric passenger locomotive built by Alstom as a derivative of 27000 Prima Family that entered service in 2006. This trainset carries passengers with VB 2N double-decker cars. It is currently being used on Transilien's Line J. Acceleration is an estimate.,38.9,0.50,0.67,250,24.78,4,8,1,2.85,230,2500000,600,60,#D5C900,1000,2000,FR,PAR,Alstom,Standard Commuter,Commuter,Western Europe,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,Metra is a commuter rail network found in the Chicago Metropolitan Area. The BB 27300 is an electric passenger locomotive built by Alstom as a derivative of 27000 Prima Family that entered service in 2006. This trainset carries passengers with VB 2N double-decker cars. It is currently being used on Transilien's Line J. Acceleration is an estimate.,200.74
TRUE,B 82500 BIBI,"U.S. Commuter Diesel, Metra/SSL, NEC 25-60",The B 82500 'BIBI' is a commuter rail double-decker dual-mode MU built by Bombardier that entered service in 2007. It operates on the Transilien's P line.,44.4,0.50,0.67,220,18.20,4,12,4,2.95,230,2500000,800,80,#F57F3A,880,2640,FR,PAR,Bombardier ,Diesel Commuter,Commuter,Western Europe,us-1,Diesel Commuter,U.S. Commuter Diesel,TRUE,15,35000,60000000,13000000,none,None,Standard,U.S. Passenger Standard,800,80,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters.,diesel-commuter-none,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters. The B 82500 'BIBI' is a commuter rail double-decker dual-mode MU built by Bombardier that entered service in 2007. It operates on the Transilien's P line.,220.9
TRUE,TFS-2 (France),Paris Tram Narrow,The Standard French Tram (TFS) is an articulated LRV built by Alstom that has been in service since the 1980s. This is the 2nd generation. Capacity is artifically higher due to game limitations.,19.4,0.92,1.50,67,9.80,3,3,3,2.30,35,2500000,200,20,#0064B0,201,201,FR,PAR,Alstom,Standard LRT,LRT,Western Europe,fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,Paris has trams and they are quite narrow but not as much as Berlin. The Standard French Tram (TFS) is an articulated LRV built by Alstom that has been in service since the 1980s. This is the 2nd generation. Capacity is artifically higher due to game limitations.,31.9
TRUE,Citadis 302 N,Paris Tram Narrow,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, narrow, five section version.",19.4,1.30,1.20,45,6.44,5,10,5,2.40,70,2500000,200,20,#C04191,225,450,FR,PAR,Alstom,Standard LRT,LRT,Western Europe,fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,"Paris has trams and they are quite narrow but not as much as Berlin. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, narrow, five section version.",66.9
TRUE,Citadis 402,LRT: Modern DC,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, seven section version.",19.4,1.30,1.20,43,6.25,7,7,7,2.65,70,2500000,200,20,#F28E42,301,301,FR,PAR,Alstom,Standard LRT,LRT,Western Europe,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, seven section version.",46.22
TRUE,Citadis 305 N,Paris Tram Narrow,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, narrow, five section version.",19.4,1.30,1.20,60,8.68,5,5,5,2.40,70,2500000,200,20,#0094FF,300,300,"FR, GR","PAR, ATH",Alstom,Standard LRT,LRT,"Western Europe, Southern Europe",fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,"Paris has trams and they are quite narrow but not as much as Berlin. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, narrow, five section version.",45.9
TRUE,Citadis 405,LRT: Modern DC,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, seven section version.",19.4,1.30,1.20,49,6.43,7,7,7,2.65,70,2500000,200,20,#5291CE,343,343,FR,PAR,Alstom,Standard LRT,LRT,Western Europe,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, seven section version.",47.5
